"ALPA4","ABEV3","BBDC3","BBDC4","BBAS3","BRKM5","CMIG4","CPLE6","ELET3","ELET6","EMBR3","EGIE3","GGBR4","GOAU4","ITSA4","ITUB4","LIGT3","PETR3","PETR4","SBSP3","CSNA3","VIVT3","TIMS3","USIM5","VALE3","IBOV"
26.647534229,0.81061164328,20.105499315,13.367113196,3.1517994104,13.175675675,4.3835660807,-7.3482428114,-12.499999999,-9.7813578826,15.74956783,9.012626283,-2.9820261439,5.2960474924,11.898387609,14.098480076,-0.57142857149,4.2584434654,4.5748116254,9.950878519,-1.9498069498,18.865030675,2.3809523811,-0.73533544637,13.363363363,4.2502387774
-0.0083333332441,-5.9634560162,-5.1834639103,0.35860129883,-4.9230769231,-11.38140697,-10.260219805,1.2931034482,-11.948051948,-16.096938776,-5.8860759494,-17.653061224,-7.7894736843,-5.7863501484,-1.7391304348,-2.5399292931,-12.212643678,0.75117370889,-2.9336078228,-12.511908542,2.8745816106,-9.5698924731,-7.7677741055,-1.0194624652,4.9536423841,-7.0468773859
2.7863433063,2.9047244094,30.669431545,27.25682681,1.1418768647,12.205567451,16.034482759,20.765957447,11.474926253,10.063849194,11.297915265,11.771995043,18.84146722,7.2483514019,12.168141593,15.82117211,3.4733587925,18.359739049,17.953340403,14.740124306,28.612440191,10.558858501,13.314447592,29.026217228,14.209994952,15.560574948
-7.0270270271,-19.657354483,-4.8891381848,-5.5468504638,-4.5161290322,-17.335877863,-8.618127786,-11.839323467,-6.0862662079,-5.5248618784,-2.9848572801,32.815964523,-13.052011776,-8.4178652537,-2.4030278867,-2.5953270314,-2.4780316344,-7.4803149606,-7.2642272768,-17.032932034,-5.8035714284,-13.09959131,-1.8120664818,-12.374227234,-6.0773480663,-5.4337396496
-8.430232558,-39.285136049,-4.0966536369,3.2922797671,-1.1824324325,-9.262166405,18.536585366,13.438008982,-11.524373062,-4.649122807,-12.060301507,4.6702118809,-17.618510158,-17.5483551,0,1.6489202675,-23.409623355,-7.1930962024,-6.8799460791,0.95969289832,-12.843601895,-1.4289737721,0.51948051951,-13.04347826,-18.148126605,-6.6403607666
7.8783916311,1.3333333332,9.1255662728,-2.7206217634,4.9572649574,-6.5336861388,1.7072027689,0.072516316322,15.059825478,10.440449655,2.8571428571,-0.36119661272,1.9242814489,2.7856924429,0.14406670798,-4.0354887627,47.058823529,4.2883720929,6.4021164022,9.0369678212,-9.0536553614,0.50102828864,8.2687338501,-9.8,2.1167883211,1.4652014652
6.0303030305,11.455108359,14.511005451,8.262584126,3.0944625407,-14.851916376,1.9178082192,-3.4782608697,-8.1284916201,-8.2121212121,1.9053862472,-6.276505513,-6.9958847736,-9.5508982037,3.4534275124,1.9372802568,-8.8,8.2062260281,6.7130780706,-0.35915492963,-11.241217798,-0.90410958901,1.1933174226,-15.521064301,-0.92923516786,-0.6188757091
-0.89411251392,-1.0000000001,-3.8297444394,-0.12630764668,-1.1058451817,16.624040921,6.7568454047,-0.15015014997,-0.15202189106,0.85836909875,0.41265474556,2.1719457012,10.17699115,6.9182389938,1.5748031496,4.4489219295,-7.4686668462,5.0205347416,3.4947768281,4.9491508784,18.205804749,-1.9076582804,-11.08490566,12.257217847,13.261183261,3.955929903
24.62961495,2.1885521886,16.080527069,20.527407167,14.016762119,2.7631578949,6.312935709,1.7293233082,-0.73081607807,2.7823240589,9.5890410958,-5.5801594331,16.561682414,14.121729844,14.768667693,10.017979036,-12.463526469,18.675179569,19.287942742,1.3630136986,3.4151785714,-1.352874859,37.400530504,14.238952536,3.3252643649,7.687581599
6.408706167,12.072477434,16.301070376,8.8686036328,24.390942964,-1.8779342723,3.2179720703,28.677014043,37.116564417,36.942675159,4.0985853133,24.765478424,17.232924693,18.005540166,9.3472638642,8.058199233,-10.571428571,8.2716879624,9.6923076924,6.3517805258,11.741851931,1.5488546569,1.1583011583,12.256750005,22.071516646,12.619455142
1.8181818183,-5.223880597,2.9490905326,6.5854040871,-4.6082949309,-15.615484993,-3.5294117648,-5.4566341183,-11.856823266,-9.5348837209,-2.4848484848,20.30075188,-8.7541081564,-5.3990610329,4.9844236759,1.2793777825,-16.49033824,-11.428571428,-9.6493688639,-8.571065506,-16.457407765,2.1439509952,-10.496183206,-12.350674373,-4.2156974933,-4.4011018586
23.860385338,16.377952756,18.281999966,18.609667083,-5.3140096618,2.5773195875,10.465787972,16.038882138,2.2842639595,4.2416452441,-3.0453697948,-10.225684821,8.8407419185,7.0941684384,12.017804154,3.9173115108,5.9469941823,5.4698457221,6.3334368208,-1.4351634407,6.3583815028,7.9460269866,36.673773987,13.651351945,2.7154663518,5.7066207399
32.586520947,2.9459282632,4.5688125241,0.11874872652,7.6530612247,-4.5226130653,6.4068100359,-5.8115183246,-5.7071960298,-2.3427866831,16.318147974,9.5173396072,19.890176937,14.386792452,0.50551004551,1.2112393013,-6.3453325198,9.8404255321,8.6423357665,17.046833122,9.3478260869,4.1388888889,-3.3850730149,7.5435203094,-0.20898641596,4.8220328363
14.919631817,2.5930851063,26.820758908,28.567660209,26.895734597,-6.7594215029,18.892858934,12.562534741,4.7368421052,6.0606060606,21.666666667,3.7209302325,22.13740458,18.474226804,21.621621622,19.4051067,-2.8664495114,26.691176471,28.030509398,17.197452229,29.204771372,7.4363601498,35.294117647,33.027455425,18.52356021,14.727245553
7.5911536162,1.101749838,-1.5067572523,0.72582647445,4.6994016202,7.1680376028,2.2897897898,15.061728395,13.040201005,11.071428571,-5.7077625572,11.787315823,3.0039904088,4.7398466937,2.7777777777,2.2641003887,34.004024145,-5.9779454441,-4.7872340426,-7.0108695652,4.0802980862,1.8987341771,5.4347826086,-3.1945788965,-7.7215301705,0.59402845091
-1.0035727003,5.6310178124,-12.63761787,-11.112963774,0.92744135291,-11.622807017,-9.4036697248,-6.9098712446,8.3574127584,2.786709539,-5.4721549637,5.4441260743,-0.81632653064,-0.7903144442,1.4122034594,-5.6945696467,-25.375375375,-4.1152263374,-3.5977653632,11.630625365,6.4279011574,5.8385093167,-1.3841333635,16.920635093,1.1010052656,-1.7068117068
6.5610488169,5.1344743277,2.3180045797,2.7433142845,11.150469906,-7.8949607789,1.8126582279,7.7616974209,23.595862979,20.022549052,-0.1024590163,-2.7180031089,11.296296296,9.0423728814,2.1413276232,2.8510691509,7.4446680081,10.900556812,8.6972611276,6.8062827224,7.7149155033,0.44600938963,7.7283372368,-0.93457943922,2.4870590178,6.3555637533
6.1441305448,-2.1046511628,-2.1910354699,-12.020503756,-7.3371805441,-3.9455782312,-9.6535496133,-17.030567686,-28.189712759,-25.547445255,-2.8205128205,-0.63916327699,-10.469033641,-6.2391144214,-7.7631293691,-8.0211627343,-16.978776529,-3.0974318761,-4.8237075493,1.8553793945,-5.0080137303,-5.8308483452,-20.108695652,-5.0314465409,-1.5137357504,-9.496320888
0.90909090904,-4.2380338328,-8.5457677435,-3.2375966782,-11.067615658,-5.8781869689,5.1534585433,7.3684210527,9.3023255815,10.049019607,5.3310838848,0.58479532163,1.71875,0.7556675062,-0.65527823763,4.3389113036,9.0225563908,-2.0837548048,-1.8636363636,-0.34448818888,4.5103395687,3.9999999999,10.204081632,2.8476821193,-0.79696394678,0.27374760466
-8.4084084085,-1.87625,6.7261291655,8.1643744343,-0.16006402548,-14.973664409,2.9494538261,7.5980392157,-2.5531914896,-2.8953229399,-7.0707070708,-0.58139534885,4.4546850999,1.2499999999,3.2110091743,5.5076415754,3.1724137931,3.2024793389,3.9833256136,7.1604938272,0.28776978415,-2.5641025641,1.2345679012,-3.4127495172,-3.3091048203,1.2203112203
0.66551087748,7.6459572732,-2.1619676465,-4.4713968114,0.072453999383,23.451327434,-5.9011164275,5.0113895217,2.1834061137,-1.8348623853,14.076086956,16.832939112,-7.997457688,-4.8953138716,1.1039157767,-2.5625088731,5.1470588236,-4.8648648649,-4.2316258352,8.3041474654,-8.511308421,6.5789473685,-1.2195121951,-10.373333333,-9.0009891197,-2.2790409149
-1.6393442623,4.677280266,3.513455619,3.6197895808,-1.0416666667,-3.0107526883,-3.615819209,6.2906724512,2.5641025639,5.1401869157,2.2800121855,-8.8082901554,-5.5250403879,-4.9210526316,-0.96962334173,0.95214465146,0.44500953609,-4.5664983165,-5.6046511628,10.620372734,-0.95846645363,0.91358024692,16.049382716,-0.83471236658,1.847826087,0.59891808341
8.3555555555,-3.534168565,5.9888097014,8.4714202867,9.347368421,11.973392461,8.347010551,-0.40816326527,-6.0416666666,-4.6666666667,4.3192488265,-3.409090909,7.3871409029,7.1132023249,8.6033519554,8.3348699982,16.455696202,4.520396913,5.9374230106,-0.95391953218,7.2580645161,4.9669684366,7.4635919493,12,16.870605997,7.7176328568
15.018104999,6.9093356318,6.9858642732,7.0286903618,13.881401617,4.1584158414,6.0268340187,-2.049180328,13.968957871,7.4358974358,1.2151215122,-3.9411764707,9.7387847271,9.182488859,3.3950617284,2.4462228277,10.27173913,9.9137931034,9.1190476191,1.359223301,-2.7067669173,3.8924108723,11.881188118,0.48076923067,10.28624192,6.7979216545
16.143497758,5.0261147666,9.1927743342,6.3133269939,9.6346251816,-4.9429657794,7.1435860802,4.6025104604,-0.60311284051,3.927099154,-1.4655045147,11.236210217,2.375366569,5.5222088835,10.119735764,7.2378630017,13.405618531,6.8431372549,8.6624481781,14.173717612,-0.30911901076,13.613445378,11.238938053,10.047846889,6.6644340255,6.0623405117
1.9305019305,3.3393425238,1.9084054082,-0.20252455543,8.59375,3.5333333331,-3.1336317745,3.3599999999,-2.1334899196,0.20876826711,-3.3560090703,1.3888888889,2.5494127758,0.38680318539,7.6007326008,1.4526468156,8.5614950021,-3.7749814953,-5.0253292808,-7.8498293516,6.8062015505,2.4468370773,-9.7056483692,1.4341165175,11.616954474,0.37775729088
-2.2727272728,0.56542396542,-8.4849176148,-9.4529802539,-0.96826462386,-11.268512556,-0.69813175996,-4.79876161,-10,-7.0833333333,12.060065697,-5.4794520548,2.043977926,6.75730404,-1.3754283543,-7.2455272949,-5.3242594075,-7.9807692308,-8.5129080435,5.0037037037,7.5627812454,-4.0414507772,-9.691629956,10.23690773,1.983122363,-1.6778297977
5.3438911018,10.373473979,7.3502260751,7.6699782656,-2.2338429999,11.529738242,0.0099019702247,-2.4390243902,2,0.44843049309,-1.3864848569,4.347826087,4.2805854735,3.9742212675,0.96575943808,0.61291315669,3.5940803382,8.129571578,7.6026119403,-2.4725759234,19.905533064,2.2144501721,3.9024390244,12.860536138,5.22686526,4.356146906
10.37037037,9.4983449822,4.5328494825,3.5740359021,4.3634727846,14.069690993,13.975364677,12.921043008,-0.6535947713,6.6741071429,2.1711366539,2.4930748154,9.8781779661,13.016528925,6.4580750666,8.7984862819,21.632653061,-0.34522489632,-1.2636067635,-0.52441229645,0.16882386044,14.782608695,0.69425485162,-2.3517345166,10.984241379,6.8814950659
4.515990885,10.637446808,12.72286515,12.515977969,14.21196764,-5.4755043228,5.9972105997,10.234705656,13.285394706,13.04493661,-3.125,14.845938375,5.0711003096,5.0841604027,8.3783783783,7.8975644699,3.3221476509,1.0937500001,1.6371681415,12.36502454,14.805913138,7.6342013563,1.8957345972,10.880829015,3.5952380951,6.7652585996
2.5740274821,6.0207796596,0.24767813502,-4.032763166,6.143326014,5.2439024392,7.9999999998,16.230366492,12.950340798,12.851485148,1.0154993364,5.4800869946,14.4773358,17.240773286,0.76493632441,1.9851528592,0.032478077264,13.562596599,12.407488027,8.7685239112,0.69619614569,2.8551161553,0,2.8037383177,-0.9652953343,4.0636718451
6.9182389938,-4.0000000001,3.0942596026,4.8793096885,6.1312298314,0.057937427482,-7.4074074074,-6.4564564565,-14.224137931,-14.19547289,-13.321947053,4.2345276874,-4.0404040404,-5.5613850996,-1.5689512798,0.55131664649,-5.8441558442,3.7938074174,2.0720371806,7.6630176105,8.9278557112,-0.44827586207,-3.7209302325,5.1909090909,7.681596658,-0.38608618916
-4.2679794471,2.2727272728,-1.4772189278,-0.06160690682,-4.5950280318,4.8060220035,-0.52631578938,2.7287319423,2.0703517588,-1.0224948876,8.3743842366,2.4838436428,1.7814369299,-1.468276683,-0.52307718015,-0.066267059537,-6.8965517241,0.91351632436,0.11122642954,5.658709107,2.419280655,3.7235885002,0.48309178728,3.3804334587,4.5043103448,0.8397622827
1.5432098766,-1.8026372903,6.3441181332,9.5432643593,10.067914607,-4.5856353591,3.1746031746,-8.4374999999,5.9472233161,6.1983471074,-7.2893679787,0.66964285706,-0.18750000008,0.81300813017,7.3155663804,7.1810737882,13.703703703,13.606557377,13.409961685,-3.8702928869,15.726603197,-5.1594590082,6.4423076925,9.5234020708,27.758300681,10.66676428
-1.7629179331,8.3969465648,7.2605425665,10.487827933,1.3272903851,-5.5587724377,-4.8717948718,-1.7406143344,-0.18587360591,1.6731517509,3.5148514849,9.933481153,12.71133375,12.870967742,3.95256917,7.2444261119,12.034492459,20.288507283,22.650134804,-0.37953502833,7.4815677144,-1.426056338,8.3107497741,6.25,5.5775562709,8.0244769701
-15.418362462,-8.8028169014,-1.7399047907,-3.8520130639,1.9039490408,-3.4334763949,2.7493261456,-3.2650225773,-6.8901303538,-6.0466896288,-6.2649450024,-10.246066962,-5.0766680481,0.59999013502,-0.83216224866,0.3949011676,-6.7605633803,2.1985986954,-0.16662038306,-1.8149226978,-1.4369268539,-14.664410752,-20.359046664,0.25735294112,-3.5384615384,-3.5381294303
-5.875432017,-3.1182836602,-7.0097135866,0.12228095256,-3.9702685153,-8.5714285715,-14.742917103,-3.7701974866,-4.28,-6.5173116089,3.3724412742,-3.6860834388,2.0825147349,1.7483519632,-9.6153846153,-8.058519237,-3.8267875126,24.113475177,22.948539638,-6.1387494294,17.796585319,3.9570757881,-12.041884816,-9.2403227399,-5.4066985646,1.3966923785
-12.499999999,-8,-14.792285506,-16.215411834,-3.7828947368,-9.7222222221,-13.969230769,-5.5597014924,-8.4830756372,-2.9193899783,-5.459057072,-6.103286385,-12.798306389,-14.084507042,-13.787234042,-13.097959901,-18.708551483,-7.9046959168,-8.7128754662,-9.6523219063,4.6954314721,-5.6582168162,2.2619047621,1.226993865,-12.61170123,-6.8810067934
-6.4285714286,11.304347826,10.511444347,13.037644127,-3.1669402695,10.307692307,15.164520744,8.6922165152,13.561643835,11.310592459,-0.78740157469,4.2500000001,22.636091375,22.989622111,8.8914708404,9.8680559475,6.9128381278,1.3485477177,1.3059701492,8.5579640536,14.727272727,2.2988505747,8.8474970897,18.787878788,13.177696314,6.7221381745
2.8708732916,-8.9921874999,-10.015670566,-7.4839508757,-17.773252251,8.3988322382,-2.1739130435,4.2893493275,7.7603538401,1.6129032259,-6.1554696178,7.865707434,-2.0991675716,-1.879194631,-4.1860465116,-6.0533483608,-7.1312618897,-8.2190378709,-9.1589932474,-3.9552238806,-0.85578446915,-9.9783720014,-22.352941176,1.3513451773,3.1367200818,-3.9707665895
-5.5986540799,-3.2370517125,15.586212141,17.464803769,25.054089139,-3.8926174496,17.526140564,8.2025264333,-6.7164179105,2.3809523809,-0.68689181453,6.8906241622,21.57116451,21.067031464,17.131019924,18.580929046,12.753492564,13.102869237,14.366532295,7.77000777,19.189495193,-3.5532994923,5.3719008263,23.719512195,9.2752822671,11.317412413
24.758643593,-5.4954954954,4.0192174143,2.9131721383,13.47461939,-7.5418994414,10.231884058,-0.5344021376,19.885852726,11.109198583,-11.873198847,2.4871355059,25.12005061,28.420168137,7.3059360731,6.4152853347,0.55955235821,13.438735178,16.113744076,10.430185051,8.9285714286,11.316553557,-11.895424836,7.8117299163,-0.19804996955,6.9605705192
-20.3187251,-8.1029551954,-13.941607387,-15.686359709,-19.210809693,-3.6253776436,2.2350775702,9.4694425788,0.37300779932,-3.5185185186,-29.687371191,0,-6.2042012701,-7.9564563235,-13.33190763,-19.223755154,-8.5850556439,-1.6550522648,-5.6938775509,-10.77257889,-9.8612862548,-1.2195121951,-11.275964391,-9.7142857143,-12.379789345,-10.435034163
2.4999999998,-12.346161497,0.042303250666,0.52648420515,-4.015296367,8.1504702195,-4.4495884773,-1.3190184049,2.7027027027,0.69097888681,11.996251171,0.54393305454,-10.677083333,-9.6346153847,1.3765978367,2.7985761631,8.695652174,-22.161204606,-22.311188055,-5.2195121951,-14.241745942,-4.1234567901,-9.0301003344,-12.658227848,-17.526132404,-8.4777827337
-28.02171914,6.0240963856,-8.562778254,-9.6161354053,-4.7153811365,-15.36231884,-5.2759084791,-12.962387317,-2.9605263157,-4.5367899352,15.732217573,-12.495964968,-9.3448563097,-10.2844457,-7.1447199292,-7.7338932266,-8.4000000001,-2.9130632682,-2.7855153203,-2.7450823711,-7.4727281115,-0.025753283444,11.213235294,-15.409795952,-8.1749049432,-6.4280312578
-16.997671552,5.8605940027,0.49401524484,3.3518221846,-3.6815930975,-12.928082191,6.848536516,-5.7142857143,-4.0677966102,-3.9536741215,-4.3685354955,2.7295285361,-30.912052117,-28.43373494,0.050357007967,3.780337042,3.4497816596,-1.031411158,0.57306590243,-28.571428571,-27.876106195,-0.051519835142,15.702479338,-29.178321678,-15.919024614,-11.025502873
-38.943894389,-12.907445764,-18.216641303,-18.872856229,-35.076923077,-7.4729596853,-12.234042553,-9.6590909091,-7.2438162545,-2.7027027027,-14.122137404,-17.391304348,-33.99339934,-34.006734007,-24.369747899,-26.931761164,-5.4875474883,-32.235907153,-33.58974359,-5.1233396585,-29.54601227,-4.6391752578,-21.428571429,-30.881263885,-20.241455875,-24.797642357
13.633793417,1.0639629489,-3.5850859774,-1.7838446497,-2.2527231026,-33.475026567,10.606060606,14.800838574,2.8571428573,4.2735042734,-23.911111111,14.64339791,5.2395134648,5.453210174,14.583333333,16.581834829,16.560187972,-16.987067459,-13.942513942,-6.32,-9.8223615463,-0.87335627741,25.454545455,-16.535714286,-3.0292356464,-1.7742108654
14.049987866,5.0161010653,-2.8999882396,-5.7938203211,3.7601785494,-11.341853035,-12.958904109,-12.344777209,-4.1111111112,-0.90163934428,2.9205607478,-4.035178479,3.5051546391,-1.2745098039,-2.74405051,-1.9828751691,-8.9546022491,19.3019901,17.99873108,18.53116994,12.012359984,6.6282420748,-28.84057971,16.936609362,0.58118416273,2.6096461264
15.957446808,-4.6173954038,-8.9025927318,-7.8749318586,-3.2697547684,2.8828828828,-1.0072395342,-9.2083333333,1.0428736965,0.90984284525,-1.3620885357,-3.2884097034,-0.19920318728,-0.94339622638,-8.1244587251,-10.114951366,8.2342177495,10.476536922,9.5884413309,-8.1237798642,21.310344828,-0.49410163901,37.474541751,8.8235294119,17.370892019,4.6604527297
-12.293577981,4.3354037265,-0.47591036937,-0.4092548379,-0.26460118415,-5.7793345009,5.7233704292,2.3405231756,0.15290519877,-0.6147540983,-24.16570771,-0.83612040135,-15.768463073,-16.34085213,-3.4153005465,-4.9982882574,8.0304311072,7.6720447812,5.4734318817,-4.2231075698,-10.886867538,-2.9126213592,-3.111111111,-10.152460152,-5.0153846153,-2.8422391858
8.8175394596,10.489343969,6.9891746833,11.675723794,23.098405146,-10.594795539,3.7293233083,8.0717488791,-1.06870229,3.4226804122,17.905918058,-3.316469927,2.2393964338,1.9127842868,17.595251041,16.751473283,-4.2721357384,8.1957186543,8.143939394,7.3211314475,16.216052949,11.607981007,-9.7859327217,16.078002662,0.4211208292,7.1812062961
44.652981427,7.1541683568,17.288610124,17.344481968,9.4250148191,28.274428274,2.0928091189,16.328718487,11.11111111,13.157894737,13.899613899,5.1744186047,21.705426356,21.420118343,17.691342535,18.573991731,7.3940486925,5.0779157042,4.6599110663,20.736434109,17.063953488,4.3080939948,11.186440677,9.1525423728,18.113502674,15.550397067
8.4935062456,9.2360549717,8.0858563391,11.906688621,15.111211608,16.045380875,-0.60037523454,4.5555555556,-1.6626707832,-5.1603301784,9.6045197739,1.4372581536,31.27388535,27.192982456,5.7957925368,4.9756482822,3.4424853066,17.155266015,16.621530129,0.78268157213,21.504503333,5.362505361,16.768292683,22.670807454,5.3769401331,12.493391697
-1.2501562695,-2.0351526364,-2.0297874677,-4.311303432,0.97316404117,0.27932960875,-0.52850132124,-3.2943676941,6.7436661699,0.67114093963,-15.979381443,3.2697547684,-0.53372149432,-1.1494252875,-2.6351049575,-2.4711490214,9.375,-7.1130676552,-5.8055152394,-5.7467532468,-10.06185567,0.97087378635,-12.532637075,5.3417721518,-9.2582851131,-3.2558226968
-3.785289277,2.6340240933,3.5048798025,2.6430952648,11.614730878,15.73816156,2.6565464896,4.3956043957,0.17452006996,1.1764705881,11.90184049,1.5831134564,6.975609756,5.4263565891,9.7477064221,8.0802882141,-9.8330241189,-3.0741337311,-2.0726524138,8.1639683087,10.178817056,-12.235576923,-17.462686567,6.4167267486,7.3913043478,6.4121247449
5.6593805719,12.390697674,1.8792138571,4.1111259148,11.494002626,25.87244284,2.5878003697,2.9122807016,-4.0069686412,-4.0697674417,10.96491228,6.4746855352,0.59279525776,1.5441176471,1.690082841,5.3463120705,-1.7695473251,-2.6459143968,-0.28598665394,10.50955414,1.9975031211,1.8898931799,-1.4466546112,0.4663095362,-0.99865047232,3.1461699991
-5,6.0485465001,16.197848436,14.689005318,20.135745658,7.6481835564,-2.7027027027,6.8871462667,0.18148820327,0.60606060597,1.2845849804,4.6616541353,7.6609247506,7.3497465604,10.904200289,11.674174174,3.4771679933,8.8462563283,11.536010197,-1.7291066282,10.934312525,6.182795699,7.7064220186,5.440180587,12.295528898,8.9027758108
5.25,6.0079051385,-3.9693511672,-1.9167318223,-9.670188921,3.9076376554,1.888888889,-2.2328548645,-9.7463768116,-9.6385542169,-12.780487804,0.095785440499,10.736842105,7.9258010119,-6.6231343285,-6.1309123515,-0.52631578947,-0.36900368996,0.68965517257,-1.7595307917,7.2085325486,0.49366602234,-6.3032367973,-1.5200171269,9.9456839922,0.045515873717
22.891512923,6.6293810589,4.0868779628,5.6569493308,9.9706144081,-1.5384615384,9.4147582698,12.624556907,16.419108792,12.311111111,-2.2371364653,1.867264055,3.3161156676,3.7849120734,11.988011988,13.324175824,-0.099868164034,8.9135802469,10.730593607,-2.7961387282,0.34305317331,-2.1822849809,15.636363636,11.304347826,9.4196428572,8.9349256641
